hospital_id,hospital_name,address,city,state,zip_code,hospital_type,hospital_ownership,mortality_rate,mortality_measures,readmission_rate,readmission_measures,infection_rate,infection_measures,patient_experience_score,experience_measures,mortality_score,readmission_score,infection_score,patient_exp_score,quality_score,star_rating,performance_category,state_rank,state_percentile,national_rank,national_percentile
000099,Community Healthcare System,4755 Park Blvd,City 139,TX,26974,Acute Care Hospitals,Voluntary non-profit - Private,14.983333333333333,3,15.178333333333333,6,0.8726666666666667,3,2,1,45.96242209180655,58.66920006141564,52.543760876241166,25,46.591966861956166,2,Below Average,9,42.857142857142854,299,40.28056112224449
000100,General Healthcare System,9018 Maple Dr,City 25,UT,83625,Acute Care Hospitals,Voluntary non-profit - Private,15.832,5,15.53,6,1.046,5,3,1,41.329329875801825,56.644403500690935,41.89784010645919,50,47.03435986452808,2,Below Average,8,50,291,41.883767535070135
000101,Memorial Regional Hospital,9660 Oak Ave,City 80,CO,61258,Acute Care Hospitals,Voluntary non-profit - Private,13.508333333333333,6,16.356666666666666,3,0.9336,5,1,1,54.0148309904008,51.88469215415324,48.80131026717166,0,41.37594990245147,2,Below Average,12,26.666666666666668,393,21.442885771543086
000102,Sacred Heart Regional Hospital,3917 Elm St,City 129,IL,38039,Acute Care Hospitals,Proprietary,13.038,5,16.778,5,0.7906,5,3,1,56.5825030708339,49.45877475817597,57.584194902241784,50,53.73549333635461,3,Average,3,71.42857142857143,165,67.13426853707415
000103,Memorial Hospital,118 Park Blvd,City 189,PA,91109,Acute Care Hospitals,Voluntary non-profit - Private,14.355,4,20.54,3,1.1376666666666666,6,4,1,49.39265729493654,27.798249654537088,36.26778585320913,75,45.83430606541752,2,Below Average,14,31.57894736842105,311,37.87575150300601
000104,University Regional Hospital,7226 Park Blvd,City 15,MN,20941,Acute Care Hospitals,Voluntary non-profit - Private,13.29,4,11.746666666666666,6,0.8973333333333333,6,5,1,55.2067694827351,78.42775986488562,51.028764459002964,100,68.92616192579267,4,Above Average,1,100,16,96.9939879759519
000105,Good Samaritan Regional Hospital,7641 Washington Ave,City 125,MO,54649,Children's Hospitals,Proprietary,12.393333333333334,3,19.088333333333335,6,1.1179999999999999,3,5,1,60.101906191711016,36.156533087670816,37.475688402088245,100,56.43862722995307,3,Average,3,81.81818181818183,115,77.15430861723446
000106,Mount Hospital,1943 Elm St,City 89,KY,20101,Acute Care Hospitals,Voluntary non-profit - Church,13.9175,4,14.883333333333333,3,1.49,6,3,1,51.78108366316364,60.36772608628897,14.627904596171561,50,44.28323276956422,2,Below Average,16,28.57142857142857,348,30.460921843687377
000107,Mercy Medical Center,1950 Main St,City 105,OH,55317,Acute Care Hospitals,Proprietary,17.816,5,13.904,5,0.37225,4,3,1,30.498157499658802,66.00644864117919,83.27873886784727,50,56.470744127154255,3,Average,3,87.5,113,77.55511022044088
000108,Methodist Medical Hospital,397 Elm St,City 164,MN,46692,Acute Care Hospitals,Voluntary non-profit - Private,14.6,6,15.436666666666667,6,0.594,4,4,1,48.055138528729344,57.1817902656226,69.65912580612141,75,61.126770576554804,3,Average,2,92.85714285714286,56,88.97795591182364
000109,General Hospital,7971 Park Blvd,City 89,AZ,73605,Acute Care Hospitals,Voluntary non-profit - Church,12.26,3,16.828,5,0.4875,4,2,1,60.82980756107547,49.17088899124828,76.20022520217013,25,54.59172081667724,3,Average,6,76.19047619047619,147,70.74148296593187
000110,Regional Healthcare System,3048 Park Blvd,City 126,KY,77608,Acute Care Hospitals,Voluntary non-profit - Church,12.013333333333334,3,11.143333333333333,3,1.192,3,3,1,62.176425094399704,81.90158145247966,32.93069915037363,50,57.36099767903323,3,Average,8,66.66666666666666,101,79.95991983967936
000111,County Medical Center,8248 Oak Ave,City 30,MN,67439,Critical Access Hospitals,Voluntary non-profit - Private,11.342500000000001,4,17.65,3,1.2636666666666667,6,4,1,65.83867885901459,44.43804698295718,28.529020370559934,75,52.99337049608366,3,Average,8,50,174,65.33066132264528
000112,Regional Hospital,9741 Oak Ave,City 95,NY,89523,Acute Care Hospitals,Government - Local,15.622,5,20.64,3,0.537,4,2,1,42.47577453255084,27.222478120681714,73.15999590541509,25,42.83835086628945,2,Below Average,15,17.647058823529413,371,25.851703406813627
000113,Presbyterian Regional Hospital,4637 Park Blvd,City 199,LA,78836,Acute Care Hospitals,Proprietary,15.921666666666667,6,16.816666666666666,6,0.7,3,4,1,40.83981620490423,49.23614309841855,63.14873579690859,75,55.34816458530305,3,Average,5,78.94736842105263,136,72.94589178356713
000114,Methodist Hospital,6810 Maple Dr,City 131,WA,48082,Children's Hospitals,Voluntary non-profit - Private,15.76,5,13.476,5,0.6841666666666667,6,4,1,41.72239661525863,68.47075080608015,64.12119971337904,75,60.66470661444239,3,Average,3,83.33333333333334,62,87.7755511022044
000115,St. Medical Hospital,4305 Washington Ave,City 175,CO,93785,Acute Care Hospitals,Voluntary non-profit - Church,21.03333333333333,3,17.287499999999998,4,1.192,4,5,1,12.933897456894599,46.52521879318289,32.93069915037363,100,43.744148722957505,2,Below Average,11,33.33333333333333,356,28.857715430861724
000116,Presbyterian Healthcare System,9773 Elm St,City 199,CA,60134,Acute Care Hospitals,Government - State,14.568333333333333,6,16.2425,4,1.71,3,4,1,48.2280151039534,52.54203132197145,1.1157743883713778,75,42.88285595877173,2,Below Average,9,20,368,26.452905811623246
000117,Sacred Heart Medical Hospital,4955 Park Blvd,City 123,WI,51332,Acute Care Hospitals,Voluntary non-profit - Private,17.154,5,12.748,5,1.3124,5,3,1,34.11218779855329,72.66236757254723,25.53587880028661,50,44.78321793277445,2,Below Average,18,15,339,32.26452905811623
000118,Sacred Heart Hospital,5311 Washington Ave,City 100,GA,85398,Critical Access Hospitals,Voluntary non-profit - Other,16.948,5,12.986666666666666,3,1.0398333333333334,6,3,1,35.23679541422136,71.28819284507908,42.27658921076875,50,48.96223413822837,2,Below Average,10,30.76923076923077,254,49.298597194388776
000119,General Medical Center,1373 Elm St,City 9,MD,15673,Children's Hospitals,Voluntary non-profit - Private,17.578333333333333,6,19.169999999999998,5,0.8316,5,3,1,31.795641690550937,35.68631966835561,55.0660251816972,50,42.226778719678485,2,Below Average,10,30.76923076923077,379,24.248496993987974
000120,Mercy Medical Hospital,9384 Maple Dr,City 59,UT,14950,Acute Care Hospitals,Government - State,17.169999999999998,5,18.446,5,1.0695000000000001,4,3,1,34.02483963422958,39.85490557346844,40.45449892517144,50,40.28480301492884,2,Below Average,14,7.142857142857142,412,17.635270541082164
000121,Sacred Heart Medical Hospital,315 Maple Dr,City 190,LA,47868,Acute Care Hospitals,Government - State,18.315,4,17.64666666666667,6,1.59225,4,3,1,27.773986624812323,44.45723936741901,8.347834988228072,50,31.533464576355467,1,Poor,19,5.263157894736842,487,2.6052104208416833
000122,Good Samaritan Medical Center,815 Elm St,City 68,KY,49965,Acute Care Hospitals,Voluntary non-profit - Church,14.866,5,14.883333333333333,3,1.3761666666666668,6,3,1,46.60297529684728,60.36772608628897,21.619408332480276,50,44.4776761937465,2,Below Average,15,33.33333333333333,345,31.062124248496993
000123,Community Regional Hospital,7549 Main St,City 95,WI,31131,Children's Hospitals,Voluntary non-profit - Private,12.426,5,15.7,4,1.2642,5,3,1,59.92357035621673,55.66559189313681,28.496263691268297,50,49.0175350029663,2,Below Average,13,40,253,49.498997995991985
000124,Methodist Hospital,2505 Elm St,City 64,CT,10285,Acute Care Hospitals,Government - Federal,12.03,3,18.84,3,1.3836666666666666,3,3,1,62.08543742322916,37.586365730078306,21.158767529941656,50,43.311914541973735,2,Below Average,15,36.36363636363637,361,27.85571142284569
000125,University Hospital,3076 Washington Ave,City 36,OH,71183,Acute Care Hospitals,Voluntary non-profit - Other,19.8375,4,21.098333333333333,6,0.5873333333333334,3,4,1,19.462262863382023,24.583525257177968,70.06858429726685,75,44.50170624762581,2,Below Average,12,31.25,344,31.262525050100198
000126,Regional Regional Hospital,1471 Oak Ave,City 92,MI,64856,Critical Access Hospitals,Government - Local,9.953333333333333,3,18.372,5,1.0148,5,3,1,73.42250125108048,40.28097650852143,43.81410584501996,50,53.05052096370949,3,Average,9,50,171,65.93186372745491
000127,St. Hospital,3792 Oak Ave,City 39,NC,98716,Acute Care - Department of Defense,Voluntary non-profit - Other,13.166666666666666,6,11.833333333333334,6,0.77025,4,5,1,55.8800782493972,77.92875786887763,58.834066946463295,100,70.95472967865439,4,Above Average,1,100,10,98.19639278557113
000128,Methodist Medical Hospital,396 Park Blvd,City 186,OH,67294,Acute Care Hospitals,Voluntary non-profit - Church,18.106666666666666,6,15.504,5,0.512,4,3,1,28.911332514444297,56.79410409949333,74.69546524721056,50,51.54579209100926,3,Average,7,62.5,208,58.517034068136276
000129,General Healthcare System,1135 Elm St,City 72,UT,65922,Acute Care Hospitals,Government - State,11.948,5,14.032499999999999,4,0.97575,4,4,1,62.53309676538829,65.26658222017505,46.212508956904486,75,61.62970182388637,3,Average,1,100,52,89.77955911823648
000130,Sacred Heart Hospital,9461 Oak Ave,City 5,PA,85276,Acute Care Hospitals,Proprietary,18.5925,4,21.63,5,1.4413333333333334,3,3,1,26.259041899822563,21.5223399355136,17.616951581533428,50,27.662535449208526,1,Poor,20,0,493,1.402805611222445
000131,University Hospital,5738 Maple Dr,City 21,MA,81603,Acute Care Hospitals,Voluntary non-profit - Private,18.536,5,19.156666666666666,3,1.1062,5,3,1,26.567490105090755,35.76308920620299,38.200429931415705,50,36.4611268159319,2,Below Average,12,15.384615384615385,454,9.218436873747494
000132,Good Samaritan Hospital,5737 Park Blvd,City 156,NC,54238,Acute Care Hospitals,Voluntary non-profit - Private,12.356666666666666,3,16.44,4,0.954,6,1,1,60.302079068286254,51.4048825426071,47.548367284266554,0,42.82893617720429,2,Below Average,17,11.11111111111111,372,25.651302605210418
000133,Mercy Hospital,3318 Elm St,City 162,FL,84907,Acute Care Hospitals,Government - Local,18.903333333333332,6,17.64333333333333,6,0.902,5,3,1,24.562121832491698,44.476431751880874,50.742143515201136,50,41.173280366518014,2,Below Average,12,45,399,20.240480961923847
000134,Good Samaritan Medical Center,8533 Main St,City 31,TX,46665,Acute Care Hospitals,Government - Local,14.015,4,20.564999999999998,4,1.2573333333333334,6,4,1,51.248805786815886,27.65430677107325,28.918005937148124,75,44.51771991310011,2,Below Average,10,35.714285714285715,342,31.663326653306612
000135,Good Samaritan Healthcare System,9125 Main St,City 122,IN,64897,Children's Hospitals,Voluntary non-profit - Church,6.281666666666666,6,12.67,3,0.8468333333333333,6,3,1,93.46708520995405,73.1114693689544,54.13041252942982,50,69.85059603758226,4,Above Average,1,100,12,97.79559118236473
000136,Community Medical Hospital,5035 Oak Ave,City 126,CO,29429,Critical Access Hospitals,Proprietary,15.538333333333334,6,15.3025,4,0.933,5,1,1,42.932532641827024,57.954283740211885,48.838161531374745,0,39.57787111044476,2,Below Average,13,20,420,16.03206412825651
000137,St. Healthcare System,2052 Maple Dr,City 181,IL,14864,Acute Care Hospitals,Voluntary non-profit - Private,16.3825,4,18.495,4,1.0673333333333332,3,3,1,38.32400709703835,39.572777521879324,40.587572934793734,50,41.53728974327977,2,Below Average,5,42.857142857142854,390,22.044088176352705
000138,Mercy Hospital,8593 Oak Ave,City 167,MD,36289,Children's Hospitals,Government - State,13.476,5,17.576666666666668,3,0.59675,4,1,1,54.19134707247167,44.86027944111777,69.4902241785239,0,44.84503002665192,2,Below Average,7,53.84615384615385,336,32.86573146292585
000139,Sacred Heart Regional Hospital,5857 Main St,City 180,WA,11636,Acute Care Hospitals,Government - Local,14.026,5,17.833333333333336,3,0.6226666666666667,6,3,1,51.18875392384332,43.38246583755565,67.89845429419591,50,53.17685621009089,3,Average,6,58.333333333333336,170,66.13226452905812
000140,Methodist Medical Hospital,6249 Oak Ave,City 77,MD,19700,Acute Care Hospitals,Government - Local,9.73,5,8.69,4,0.7046666666666667,3,3,1,74.64173604476593,96.02717641639798,62.86211485310676,50,72.11484363080596,4,Above Average,1,100,9,98.39679358717434
000141,Sacred Heart Healthcare System,566 Elm St,City 9,TN,19822,Acute Care Hospitals,Voluntary non-profit - Church,19.366666666666667,3,17.01,6,0.9885,6,3,1,22.03266457395023,48.12298479963151,45.42941959258879,50,39.99790047024015,2,Below Average,20,20.833333333333336,415,17.034068136272545
000142,County Regional Hospital,5895 Park Blvd,City 173,NJ,41413,Acute Care Hospitals,Voluntary non-profit - Private,15.241666666666667,6,17.5425,4,0.813,6,1,1,44.552113188662936,45.05700138185168,56.20841437199304,0,38.68198789506006,2,Below Average,18,5.555555555555555,433,13.426853707414828
000143,St. Hospital,3704 Maple Dr,City 120,WA,20922,Acute Care Hospitals,Voluntary non-profit - Private,15.392,5,18.935,4,1.1996666666666667,3,3,1,43.73140439470452,37.039382772915715,32.45982188555635,50,40.494222483029375,2,Below Average,13,0,409,18.236472945891784
000144,Regional Healthcare System,996 Main St,City 117,KY,98680,Acute Care - Department of Defense,Voluntary non-profit - Private,20.4,5,11.384,5,0.8158,5,5,1,16.391428961375738,80.51589129433441,56.036441805711945,100,59.05551196342431,3,Average,6,76.19047619047619,78,84.5691382765531
000145,Community Hospital,4896 Washington Ave,City 143,NC,39694,Acute Care Hospitals,Voluntary non-profit - Private,20.113333333333333,3,14.3975,4,1.0173333333333332,3,4,1,17.956416905509315,63.165016121602946,43.658511618384686,75,47.0928070066497,2,Below Average,11,44.44444444444444,289,42.28456913827655
000146,Mercy Hospital,626 Oak Ave,City 38,LA,20238,Acute Care Hospitals,Voluntary non-profit - Other,19.19,3,19.293333333333333,3,0.298,6,3,1,22.99713388835812,34.976201443267314,87.83908281297984,50,47.60296123056922,2,Below Average,12,42.10526315789473,285,43.08617234468938
000147,General Regional Hospital,1853 Main St,City 194,PA,75808,Acute Care Hospitals,Proprietary,15.1425,4,16.53333333333333,3,0.32466666666666666,3,1,1,45.093489832127744,50.86749577767544,86.201248848398,0,47.79523310615668,2,Below Average,12,42.10526315789473,281,43.8877755511022
000148,St. Hospital,2814 Washington Ave,City 78,FL,77087,Acute Care Hospitals,Voluntary non-profit - Church,14.41,5,15.878333333333334,6,1.12,4,4,1,49.0923979800737,54.638799324428064,37.35285085474459,75,52.72563193881527,3,Average,8,65,180,64.12825651302605
000149,Regional Medical Hospital,7900 Washington Ave,City 145,AZ,79600,Acute Care Hospitals,Voluntary non-profit - Church,19.08,6,15.266666666666666,6,0.824,3,4,1,23.597652518083805,58.16060187317673,55.532807861603025,75,50.50264818912008,3,Average,14,38.095238095238095,231,53.90781563126252
000150,St. Medical Center,449 Maple Dr,City 155,AL,90350,Children's Hospitals,Voluntary non-profit - Private,16.8375,4,14.345,6,0.7756666666666667,6,4,1,35.84004367408217,63.467296176877014,58.50138192240761,75,56.2441826270458,3,Average,3,87.5,121,75.95190380761522
000151,Mount Medical Hospital,1601 Park Blvd,City 20,SC,67128,Acute Care - Department of Defense,Proprietary,14.302499999999998,4,20.812,5,0.5248,5,3,1,49.679268459123804,26.232151082450486,73.90930494421127,50,49.93914454440258,2,Below Average,6,54.54545454545454,238,52.505010020040075
000152,Mount Medical Hospital,9884 Park Blvd,City 11,NJ,27752,Acute Care Hospitals,Voluntary non-profit - Private,16.2075,4,17.8075,4,0.38016666666666665,6,3,1,39.279377644329195,43.53120681713496,82.79250690961203,50,53.36474172498551,3,Average,8,61.111111111111114,166,66.93386773547094
000153,Regional Healthcare System,332 Maple Dr,City 186,OH,11924,Acute Care Hospitals,Voluntary non-profit - Private,18.46666666666667,3,17.84,3,1.13875,4,5,1,26.945998817160273,43.34408106863198,36.201248848397995,100,47.97013212440557,2,Below Average,10,43.75,276,44.88977955911824
000154,Regional Medical Center,8283 Maple Dr,City 158,IN,86941,Children's Hospitals,Voluntary non-profit - Private,17.731666666666666,6,10.8675,4,0.6803333333333333,3,3,1,30.95855511578182,83.48975126669738,64.3566383457877,50,56.24916393785582,3,Average,4,82.35294117647058,120,76.15230460921843
000155,Regional Healthcare System,3361 Main St,City 107,FL,52030,Critical Access Hospitals,Voluntary non-profit - Church,10.756,5,14.540000000000001,3,0.9786666666666667,3,4,1,69.04053500750648,62.34454168585905,46.033370867028346,75,62.80663864047379,3,Average,2,95,45,91.18236472945893
000156,Regional Regional Hospital,1481 Main St,City 175,MO,50442,Critical Access Hospitals,Voluntary non-profit - Church,15.312,5,13.625,6,1.354,3,3,1,44.16814521632318,67.61285122063566,22.98085781553894,50,45.898870823940605,2,Below Average,8,36.36363636363637,310,38.07615230460922
000157,Memorial Healthcare System,1038 Washington Ave,City 6,MI,86853,Acute Care Hospitals,Proprietary,10.066,5,12.790000000000001,3,1.4504,5,2,1,72.80742459396751,72.42054352832795,17.06008803357561,25,49.21238526866614,2,Below Average,11,37.5,251,49.899799599198396
000158,Presbyterian Healthcare System,1321 Washington Ave,City 28,AZ,94316,Acute Care Hospitals,Voluntary non-profit - Church,14.2,6,14.682500000000001,4,0.9359999999999999,4,3,1,50.23884263682272,61.52406725011515,48.65390521035929,50,52.61614590616542,3,Average,9,61.904761904761905,183,63.52705410821643
000159,Mount Medical Hospital,2547 Elm St,City 163,AZ,94219,Acute Care Hospitals,Government - Local,17.4775,4,24.386666666666667,3,1.2229999999999999,3,2,1,32.346117101132805,5.650237985567344,31.026717166547243,25,23.87307391836849,1,Poor,22,0,498,0.4008016032064128
000160,Good Samaritan Medical Center,9371 Maple Dr,City 174,AZ,44487,Acute Care Hospitals,Government - State,11.143333333333333,6,13.6675,4,1.1934,5,4,1,66.92598152950276,67.36814831874713,32.844712867233085,75,60.13100975534588,3,Average,3,90.47619047619048,66,86.97394789579158
000161,University Hospital,3672 Park Blvd,City 192,LA,54128,Acute Care Hospitals,Voluntary non-profit - Private,13.045,6,10.31,6,0.7766,5,3,1,56.544288248942266,86.69967756794104,58.44405773364725,50,63.24922030007975,3,Average,1,100,42,91.78356713426854
000162,Presbyterian Medical Hospital,2140 Elm St,City 49,CT,20671,Acute Care Hospitals,Government - Federal,11.3275,4,14.8025,4,1.2898,5,4,1,65.9205677630681,60.83314140948872,26.923943085269727,75,56.71544145261005,3,Average,4,86.36363636363636,109,78.3567134268537
000163,Presbyterian Medical Center,6410 Main St,City 75,NC,31286,Acute Care - Department of Defense,Voluntary non-profit - Private,16.3375,4,18.925,6,1.1737499999999998,4,4,1,38.56967380919887,37.096959926301246,34.05159176988434,75,44.358040066806055,2,Below Average,15,22.22222222222222,347,30.66132264529058
000164,Good Samaritan Medical Hospital,1553 Washington Ave,City 84,PA,50728,Acute Care - Department of Defense,Voluntary non-profit - Private,11.741999999999999,5,14.57,5,1.3755,4,3,1,63.65770438105637,62.171810225702444,21.66035418159484,50,50.05535241614123,3,Average,9,57.89473684210527,237,52.705410821643284
000165,Sacred Heart Regional Hospital,8146 Park Blvd,City 117,IN,12891,Critical Access Hospitals,Voluntary non-profit - Private,16.186666666666667,6,14.971666666666668,6,1.19675,4,3,1,39.393112233292385,59.859127898050055,32.638959975432485,50,44.942455638358354,2,Below Average,14,23.52941176470588,333,33.46693386773547
000166,St. Healthcare System,8594 Park Blvd,City 173,CA,19111,Critical Access Hospitals,Proprietary,10.825,6,15.0525,4,0.7963333333333333,3,4,1,68.66384604886038,59.393712574850305,57.23206059985668,75,64.75559710833485,3,Average,2,90,35,93.18637274549098
000167,Mount Medical Center,9037 Washington Ave,City 126,MA,38481,Acute Care Hospitals,Voluntary non-profit - Private,16.46,4,17.45,5,0.839,4,4,1,37.900914426095255,45.58959005066791,54.61152625652574,75,51.420553404626986,3,Average,6,61.53846153846154,212,57.71543086172345
000168,Community Medical Hospital,7445 Washington Ave,City 78,TN,85945,Acute Care Hospitals,Voluntary non-profit - Private,10.6,4,18.39,4,0.956,4,3,1,69.89217960966289,40.17733763242746,47.42552973692291,50,52.86837072523646,3,Average,9,66.66666666666666,177,64.72945891783567
000169,Community Medical Center,5186 Oak Ave,City 95,CT,95253,Acute Care Hospitals,Government - Local,18.473333333333333,6,16.386666666666667,3,0.7996666666666666,3,3,1,26.909603748692064,51.71196069399663,57.02733135428396,50,45.257704136677766,2,Below Average,13,45.45454545454545,327,34.66933867735471
000170,Mount Medical Hospital,338 Park Blvd,City 133,MO,53390,Acute Care Hospitals,Voluntary non-profit - Church,12.486,5,13.616666666666667,6,0.8156666666666667,6,3,1,59.59601474000272,67.66083218179025,56.04463097553485,50,58.8051702113321,3,Average,1,100,83,83.56713426853707
000171,Sacred Heart Medical Center,1111 Main St,City 189,TN,86622,Acute Care Hospitals,Voluntary non-profit - Private,19.176666666666666,6,17.818333333333335,6,1.2523333333333333,3,2,1,23.06992402529457,43.468831567633956,29.225099805507213,25,30.09446005087366,1,Poor,25,0,489,2.2044088176352705
000172,Presbyterian Hospital,4794 Maple Dr,City 102,OH,31039,Acute Care Hospitals,Government - State,22.48,6,25.368000000000002,5,1.5236666666666667,3,3,1,5.036167599290295,0,12.560139215886991,50,14.650885083758837,1,Poor,17,0,500,0
000173,Mercy Healthcare System,218 Park Blvd,City 160,CO,31945,Acute Care Hospitals,Voluntary non-profit - Private,18.636666666666667,3,15.802,5,1.15,5,4,1,26.01792457122059,55.07830492860434,35.510287644590036,75,45.45252551466477,2,Below Average,9,46.666666666666664,322,35.671342685370746
000174,Methodist Regional Hospital,7804 Washington Ave,City 53,TN,61139,Critical Access Hospitals,Proprietary,9.986666666666666,3,21.6725,4,0.7988000000000001,5,3,1,73.24052590873937,21.27763703362507,57.08056095813286,50,51.56170727056129,3,Average,13,50,207,58.717434869739485
000175,Mount Hospital,8806 Washington Ave,City 72,TN,48553,Critical Access Hospitals,Proprietary,13.4225,4,17.037499999999998,4,1.2083333333333333,3,3,1,54.48341749692917,47.9646476278213,31.92752584706726,50,46.31806861780089,2,Below Average,17,33.33333333333333,304,39.278557114228455
000176,Presbyterian Medical Center,9958 Main St,City 90,GA,22400,Acute Care - Department of Defense,Voluntary non-profit - Church,15.995,6,14.756666666666666,3,0.7853333333333333,6,2,1,40.43947045175378,61.0970366958391,57.9076671102467,25,46.883017087047584,2,Below Average,11,23.076923076923077,292,41.68336673346693
000177,Mount Regional Hospital,9587 Park Blvd,City 21,UT,46186,Acute Care - Department of Defense,Voluntary non-profit - Private,19.108,5,14.540000000000001,5,0.8688,5,3,1,23.444793230517263,62.34454168585905,52.78124680110553,50,45.814885090896325,2,Below Average,9,42.857142857142854,313,37.4749498997996
000178,Mercy Healthcare System,1400 Washington Ave,City 122,AL,63118,Acute Care Hospitals,Government - Federal,19.786666666666665,3,16.155,6,1.0933333333333333,3,3,1,19.73977526045222,53.045831414094884,38.99068481932644,50,38.931061636490995,2,Below Average,13,25,427,14.629258517034069
000179,Good Samaritan Hospital,7294 Maple Dr,City 8,NC,95491,Acute Care Hospitals,Proprietary,16.8,4,15.96,3,1.0018,5,3,1,36.04476593421592,54.168585905112856,44.61254990275361,50,45.50871373223139,2,Below Average,13,33.33333333333333,319,36.27254509018036
000180,Sacred Heart Regional Hospital,7938 Maple Dr,City 1,NY,19790,Acute Care Hospitals,Voluntary non-profit - Private,17.025,4,15.166,5,1.485,3,3,1,34.816432373413406,58.74021188392446,14.93499846453065,50,38.8637322991378,2,Below Average,17,5.88235294117647,428,14.428857715430862
000181,Presbyterian Hospital,9732 Park Blvd,City 124,SC,15833,Critical Access Hospitals,Voluntary non-profit - Private,15.783333333333333,6,15.3175,4,1.7281666666666666,6,4,1,41.59501387561985,57.86791801013358,0,75,41.94548366521935,2,Below Average,9,27.27272727272727,385,23.04609218436874
000182,Regional Medical Hospital,7069 Elm St,City 2,KY,60299,Acute Care Hospitals,Proprietary,6.1739999999999995,5,14.525,4,1.0054,5,5,1,94.05486556571584,62.43090741593736,44.391442317535045,100,74.92204710308286,4,Above Average,1,100,5,99.19839679358718
000183,General Medical Center,5932 Main St,City 58,UT,62949,Acute Care Hospitals,Voluntary non-profit - Private,17.128333333333334,6,16.176666666666666,6,1.319,3,4,1,34.252308812155945,52.9210809150929,25.13051489405261,75,44.788591595933156,2,Below Average,11,28.57142857142857,338,32.46492985971944
000184,Good Samaritan Healthcare System,6350 Main St,City 189,IN,51183,Acute Care - Department of Defense,Voluntary non-profit - Private,8.345,6,17.38,3,1.0274,5,3,1,82.20281151903916,45.99263012436666,43.04022929675503,50,56.91905831099217,3,Average,2,94.11764705882352,106,78.95791583166333
000185,St. Medical Hospital,1864 Maple Dr,City 77,MI,64310,Children's Hospitals,Voluntary non-profit - Private,8.963333333333333,3,9.605,4,0.975,5,3,1,78.82716891861153,90.75886688162137,46.25857303715836,50,67.90251065527839,4,Above Average,3,87.5,21,95.99198396793587
000186,St. Hospital,1105 Park Blvd,City 169,CT,61646,Acute Care Hospitals,Voluntary non-profit - Private,16.676666666666666,3,15.75,5,1.1716666666666666,3,2,1,36.718074700878034,55.37770612620913,34.17954754836728,25,38.40473582890751,2,Below Average,21,9.090909090909092,436,12.825651302605209
000187,General Healthcare System,1726 Main St,City 23,NY,89826,Acute Care Hospitals,Voluntary non-profit - Private,10.703333333333333,3,16.065,4,0.6931666666666667,6,3,1,69.32805604840544,53.564025794564714,63.56843075033268,50,60.08153095074598,3,Average,4,82.35294117647058,67,86.77354709418837
000188,County Medical Center,6568 Park Blvd,City 8,NJ,23592,Acute Care Hospitals,Voluntary non-profit - Private,16.612000000000002,5,10.783333333333333,6,0.7816666666666666,3,1,1,37.07110686501978,83.97435897435898,58.132869280376696,0,46.64813912318985,2,Below Average,13,33.33333333333333,297,40.6813627254509
000189,Presbyterian Medical Center,7699 Washington Ave,City 63,FL,44199,Acute Care Hospitals,Voluntary non-profit - Church,18.990000000000002,4,14.442,5,1.70575,4,3,1,24.08898594240479,62.908797789037315,1.3768041764765968,50,33.29809627409992,1,Poor,20,5,479,4.208416833667335
000190,Good Samaritan Medical Hospital,8801 Oak Ave,City 119,IN,18752,Critical Access Hospitals,Government - State,12.8625,4,15.92,4,0.9824999999999999,4,3,1,57.540603248259856,54.398894518655005,45.79793223461971,50,52.31138766279663,3,Average,7,64.70588235294117,191,61.923847695390776
000191,St. Hospital,5384 Maple Dr,City 74,IL,39061,Critical Access Hospitals,Voluntary non-profit - Private,23.4025,4,13.1,4,1.0003333333333333,3,3,1,0,70.63565177337632,44.702630770805605,50,38.834570636045484,2,Below Average,7,14.285714285714285,431,13.827655310621243
000192,General Regional Hospital,2953 Elm St,City 188,KY,95019,Acute Care Hospitals,Voluntary non-profit - Private,15.52,5,17.0725,4,1.073,3,3,1,43.03261908011466,47.7631275909719,40.23953321732009,50,44.910450926107394,2,Below Average,14,38.095238095238095,334,33.26653306613226
000193,County Medical Hospital,8184 Washington Ave,City 65,NJ,11938,Acute Care - Department of Defense,Voluntary non-profit - Private,16.11,3,15.497499999999999,4,0.9305,4,3,1,39.81165552067695,56.831529249193935,48.9917084655543,50,48.39930608489014,2,Below Average,11,44.44444444444444,269,46.292585170340686
000194,Regional Healthcare System,3303 Maple Dr,City 147,NJ,44742,Acute Care Hospitals,Voluntary non-profit - Other,15.17,6,16.4,3,1.1788,5,4,1,44.94336017469632,51.635191156149254,33.74142696284164,75,49.82716258215662,2,Below Average,10,50,243,51.503006012024045
000195,Good Samaritan Medical Center,4072 Main St,City 10,UT,10488,Children's Hospitals,Voluntary non-profit - Other,14.708333333333334,6,17.68,5,1.202,6,4,1,47.46371866612073,44.26531552280056,32.31651141365545,75,48.38457233395022,2,Below Average,7,57.14285714285714,270,46.09218436873748
000196,Methodist Healthcare System,7611 Oak Ave,City 104,UT,23408,Acute Care - Department of Defense,Government - Local,21.638333333333335,6,21.875,6,1.2542,5,2,1,9.631044993403378,20.111699677567955,29.11045142798649,25,20.194851274409626,1,Poor,15,0,499,0.2004008016032064
