Facility ID,Measure Name,Score,Compared to National
000122,Readmission rate for COPD patients,14.19,Worse
000122,Readmission rate for pneumonia patients,15.09,No Different
000123,Readmission rate for heart failure patients,11.91,No Different
000123,Readmission rate for pneumonia patients,16.36,No Different
000123,Readmission rate for hip/knee replacement patients,15.99,No Different
000123,Readmission rate for heart attack patients,18.54,Worse
000124,Readmission rate for heart attack patients,19.24,No Different
000124,Readmission rate for COPD patients,19.56,No Different
000124,Readmission rate for hip/knee replacement patients,17.72,No Different
000125,Readmission rate for COPD patients,21.84,No Different
000125,Readmission rate for hip/knee replacement patients,20,No Different
000125,Readmission rate for heart failure patients,19.83,No Different
000125,Readmission rate for heart attack patients,21.93,No Different
000125,Readmission rate for pneumonia patients,23.54,Better
000125,Readmission rate for stroke patients,19.45,Better
000126,Readmission rate for COPD patients,21.81,No Different
000126,Readmission rate for pneumonia patients,16.07,Better
000126,Readmission rate for hip/knee replacement patients,17,No Different
000126,Readmission rate for heart failure patients,17.45,No Different
000126,Readmission rate for heart attack patients,19.53,No Different
000127,Readmission rate for heart attack patients,12.56,No Different
000127,Readmission rate for hip/knee replacement patients,13.04,No Different
000127,Readmission rate for stroke patients,8.95,No Different
000127,Readmission rate for heart failure patients,8,Worse
000127,Readmission rate for COPD patients,11.94,Worse
000127,Readmission rate for pneumonia patients,16.51,No Different
000128,Readmission rate for stroke patients,17.35,No Different
000128,Readmission rate for heart attack patients,13.27,No Different
000128,Readmission rate for hip/knee replacement patients,14.81,No Different
000128,Readmission rate for pneumonia patients,15.76,No Different
000128,Readmission rate for heart failure patients,16.33,No Different
000129,Readmission rate for stroke patients,9.61,No Different
000129,Readmission rate for hip/knee replacement patients,17.68,Better
000129,Readmission rate for heart attack patients,14.23,No Different
000129,Readmission rate for pneumonia patients,14.61,Better
000130,Readmission rate for stroke patients,23.43,Better
000130,Readmission rate for heart attack patients,19.23,Better
000130,Readmission rate for heart failure patients,21.83,No Different
000130,Readmission rate for hip/knee replacement patients,21.49,No Different
000130,Readmission rate for pneumonia patients,22.17,No Different
000131,Readmission rate for COPD patients,18.52,No Different
000131,Readmission rate for pneumonia patients,22.37,Better
000131,Readmission rate for heart attack patients,16.58,Better
000132,Readmission rate for heart failure patients,16.8,Better
000132,Readmission rate for pneumonia patients,20.26,No Different
000132,Readmission rate for hip/knee replacement patients,13.79,No Different
000132,Readmission rate for COPD patients,14.91,No Different
000133,Readmission rate for hip/knee replacement patients,17.13,No Different
000133,Readmission rate for pneumonia patients,18.88,Better
000133,Readmission rate for COPD patients,16.51,No Different
000133,Readmission rate for stroke patients,18.33,No Different
000133,Readmission rate for heart failure patients,17.74,No Different
000133,Readmission rate for heart attack patients,17.27,Better
000134,Readmission rate for stroke patients,22.54,Better
000134,Readmission rate for hip/knee replacement patients,21.49,No Different
000134,Readmission rate for heart failure patients,20.75,Worse
000134,Readmission rate for heart attack patients,17.48,No Different
000135,Readmission rate for heart attack patients,13.52,Better
000135,Readmission rate for hip/knee replacement patients,11.55,No Different
000135,Readmission rate for pneumonia patients,12.94,No Different
000136,Readmission rate for heart attack patients,15.25,No Different
000136,Readmission rate for hip/knee replacement patients,13.42,Better
000136,Readmission rate for pneumonia patients,17.52,No Different
000136,Readmission rate for COPD patients,15.02,Better
000137,Readmission rate for heart attack patients,18.19,No Different
000137,Readmission rate for stroke patients,16.75,No Different
000137,Readmission rate for COPD patients,18.27,No Different
000137,Readmission rate for pneumonia patients,20.77,Worse
000138,Readmission rate for pneumonia patients,19.46,Better
000138,Readmission rate for COPD patients,14.79,Worse
000138,Readmission rate for stroke patients,18.48,Worse
000139,Readmission rate for heart attack patients,20.64,No Different
000139,Readmission rate for stroke patients,18.01,No Different
000139,Readmission rate for COPD patients,14.85,No Different
000140,Readmission rate for COPD patients,8.12,No Different
000140,Readmission rate for pneumonia patients,10.64,No Different
000140,Readmission rate for hip/knee replacement patients,8,No Different
000140,Readmission rate for heart failure patients,8,No Different
000141,Readmission rate for COPD patients,16.25,No Different
000141,Readmission rate for pneumonia patients,16.1,No Different
000141,Readmission rate for stroke patients,18.4,No Different
000141,Readmission rate for heart failure patients,15.15,No Different
000141,Readmission rate for heart attack patients,19.59,Better
000141,Readmission rate for hip/knee replacement patients,16.57,No Different
000142,Readmission rate for heart failure patients,17.13,No Different
000142,Readmission rate for stroke patients,15.86,Better
000142,Readmission rate for pneumonia patients,17.57,No Different
000142,Readmission rate for COPD patients,19.61,No Different
000143,Readmission rate for hip/knee replacement patients,19.43,No Different
000143,Readmission rate for heart failure patients,15.52,No Different
000143,Readmission rate for stroke patients,18.81,No Different
000143,Readmission rate for pneumonia patients,21.98,Better
000144,Readmission rate for COPD patients,10.59,Better
000144,Readmission rate for heart attack patients,12.39,No Different
000144,Readmission rate for stroke patients,11.11,No Different
000144,Readmission rate for hip/knee replacement patients,12.2,No Different
000144,Readmission rate for pneumonia patients,10.63,No Different
000145,Readmission rate for COPD patients,14.05,No Different
000145,Readmission rate for stroke patients,14.23,No Different
000145,Readmission rate for hip/knee replacement patients,15.98,Better
000145,Readmission rate for heart failure patients,13.33,No Different
000146,Readmission rate for hip/knee replacement patients,16.19,No Different
000146,Readmission rate for pneumonia patients,20.14,Better
000146,Readmission rate for COPD patients,21.55,Better
000147,Readmission rate for hip/knee replacement patients,16.29,No Different
000147,Readmission rate for COPD patients,18.14,No Different
000147,Readmission rate for stroke patients,15.17,Better
000148,Readmission rate for stroke patients,14.53,No Different
000148,Readmission rate for heart failure patients,15.4,No Different
000148,Readmission rate for pneumonia patients,14.3,No Different
000148,Readmission rate for COPD patients,17.1,No Different
000148,Readmission rate for heart attack patients,15.56,No Different
000148,Readmission rate for hip/knee replacement patients,18.38,No Different
000149,Readmission rate for hip/knee replacement patients,18.45,Worse
000149,Readmission rate for pneumonia patients,13.68,No Different
000149,Readmission rate for stroke patients,12.76,No Different
000149,Readmission rate for COPD patients,14.69,No Different
000149,Readmission rate for heart attack patients,15.25,No Different
000149,Readmission rate for heart failure patients,16.77,Better
000150,Readmission rate for COPD patients,17.8,No Different
000150,Readmission rate for hip/knee replacement patients,11,No Different
000150,Readmission rate for pneumonia patients,14.99,No Different
000150,Readmission rate for heart attack patients,14.38,No Different
000150,Readmission rate for heart failure patients,13.59,No Different
000150,Readmission rate for stroke patients,14.31,No Different
000151,Readmission rate for COPD patients,20.51,No Different
000151,Readmission rate for stroke patients,19.43,Better
000151,Readmission rate for pneumonia patients,21.15,No Different
000151,Readmission rate for hip/knee replacement patients,20.19,No Different
000151,Readmission rate for heart failure patients,22.78,Worse
000152,Readmission rate for pneumonia patients,18.98,Better
000152,Readmission rate for stroke patients,17.54,No Different
000152,Readmission rate for hip/knee replacement patients,18.32,Worse
000152,Readmission rate for COPD patients,16.39,No Different
000153,Readmission rate for heart failure patients,19.21,Worse
000153,Readmission rate for hip/knee replacement patients,15.64,No Different
000153,Readmission rate for pneumonia patients,18.67,Worse
000154,Readmission rate for stroke patients,9.87,No Different
000154,Readmission rate for pneumonia patients,8.44,Better
000154,Readmission rate for hip/knee replacement patients,10.5,Worse
000154,Readmission rate for COPD patients,14.66,No Different
000155,Readmission rate for pneumonia patients,14.21,Better
000155,Readmission rate for heart failure patients,13.82,No Different
000155,Readmission rate for stroke patients,15.59,Worse
000156,Readmission rate for heart attack patients,12.91,No Different
000156,Readmission rate for hip/knee replacement patients,18.11,No Different
000156,Readmission rate for heart failure patients,13.56,Worse
000156,Readmission rate for COPD patients,13.49,Worse
000156,Readmission rate for pneumonia patients,11.98,Worse
000156,Readmission rate for stroke patients,11.7,No Different
000157,Readmission rate for heart failure patients,10.13,No Different
000157,Readmission rate for pneumonia patients,14.93,Worse
000157,Readmission rate for heart attack patients,13.31,No Different
000158,Readmission rate for heart attack patients,15.31,No Different
000158,Readmission rate for COPD patients,14.09,No Different
000158,Readmission rate for stroke patients,14.16,Better
000158,Readmission rate for hip/knee replacement patients,15.17,No Different
000159,Readmission rate for pneumonia patients,21.9,Better
000159,Readmission rate for heart attack patients,25.74,No Different
000159,Readmission rate for COPD patients,25.52,No Different
000160,Readmission rate for stroke patients,13.26,No Different
000160,Readmission rate for COPD patients,16.39,No Different
000160,Readmission rate for pneumonia patients,11.44,No Different
000160,Readmission rate for heart attack patients,13.58,No Different
000161,Readmission rate for heart attack patients,9.32,Better
000161,Readmission rate for COPD patients,10.91,Better
000161,Readmission rate for hip/knee replacement patients,14.15,No Different
000161,Readmission rate for pneumonia patients,10.28,No Different
000161,Readmission rate for stroke patients,9.2,No Different
000161,Readmission rate for heart failure patients,8,No Different
000162,Readmission rate for pneumonia patients,16.63,No Different
000162,Readmission rate for hip/knee replacement patients,12.57,No Different
000162,Readmission rate for stroke patients,14.06,No Different
000162,Readmission rate for COPD patients,15.95,Better
000163,Readmission rate for hip/knee replacement patients,19.74,No Different
000163,Readmission rate for COPD patients,19.12,Better
000163,Readmission rate for heart attack patients,19.09,No Different
000163,Readmission rate for stroke patients,19.17,No Different
000163,Readmission rate for heart failure patients,15.75,No Different
000163,Readmission rate for pneumonia patients,20.68,Worse
000164,Readmission rate for stroke patients,17,Better
000164,Readmission rate for heart attack patients,12.14,Worse
000164,Readmission rate for hip/knee replacement patients,11.58,No Different
000164,Readmission rate for pneumonia patients,17.22,No Different
000164,Readmission rate for COPD patients,14.91,Better
000165,Readmission rate for COPD patients,14.56,No Different
000165,Readmission rate for hip/knee replacement patients,13.92,Better
000165,Readmission rate for pneumonia patients,9.91,No Different
000165,Readmission rate for stroke patients,17.04,No Different
000165,Readmission rate for heart attack patients,19.51,No Different
000165,Readmission rate for heart failure patients,14.89,No Different
000166,Readmission rate for heart attack patients,13.6,No Different
000166,Readmission rate for stroke patients,13.98,No Different
000166,Readmission rate for pneumonia patients,14.61,No Different
000166,Readmission rate for heart failure patients,18.02,Better
000167,Readmission rate for heart failure patients,18.89,No Different
000167,Readmission rate for heart attack patients,19,Better
000167,Readmission rate for COPD patients,16.3,No Different
000167,Readmission rate for hip/knee replacement patients,17.48,No Different
000167,Readmission rate for pneumonia patients,15.58,Worse
000168,Readmission rate for heart attack patients,17.56,No Different
000168,Readmission rate for pneumonia patients,18.74,No Different
000168,Readmission rate for COPD patients,19.22,No Different
000168,Readmission rate for heart failure patients,18.04,No Different
000169,Readmission rate for heart failure patients,17.51,No Different
000169,Readmission rate for pneumonia patients,14.68,Worse
000169,Readmission rate for heart attack patients,16.97,No Different
000170,Readmission rate for stroke patients,11.93,No Different
000170,Readmission rate for COPD patients,12.58,Better
000170,Readmission rate for hip/knee replacement patients,15.04,Worse
000170,Readmission rate for heart failure patients,13.17,No Different
000170,Readmission rate for heart attack patients,14.87,Better
000170,Readmission rate for pneumonia patients,14.11,Worse
000171,Readmission rate for heart failure patients,15.99,No Different
000171,Readmission rate for pneumonia patients,17,Better
000171,Readmission rate for hip/knee replacement patients,15.21,Worse
000171,Readmission rate for heart attack patients,18.46,No Different
000171,Readmission rate for COPD patients,20.8,Worse
000171,Readmission rate for stroke patients,19.45,No Different
000172,Readmission rate for COPD patients,23.87,No Different
000172,Readmission rate for hip/knee replacement patients,25.35,Worse
000172,Readmission rate for heart attack patients,23.69,Worse
000172,Readmission rate for stroke patients,27.3,No Different
000172,Readmission rate for heart failure patients,26.63,No Different
000173,Readmission rate for pneumonia patients,17.21,No Different
000173,Readmission rate for hip/knee replacement patients,14.52,No Different
000173,Readmission rate for stroke patients,13.43,Better
000173,Readmission rate for COPD patients,17.37,No Different
000173,Readmission rate for heart failure patients,16.48,No Different
000174,Readmission rate for COPD patients,22.01,Better
000174,Readmission rate for hip/knee replacement patients,22.33,No Different
000174,Readmission rate for heart failure patients,18.07,No Different
000174,Readmission rate for stroke patients,24.28,No Different
000175,Readmission rate for stroke patients,16.24,No Different
000175,Readmission rate for heart attack patients,17.24,No Different
000175,Readmission rate for pneumonia patients,15.59,Better
000175,Readmission rate for hip/knee replacement patients,19.08,No Different
000176,Readmission rate for heart attack patients,15.02,No Different
000176,Readmission rate for heart failure patients,14.33,No Different
000176,Readmission rate for stroke patients,14.92,No Different
000177,Readmission rate for hip/knee replacement patients,15.23,No Different
000177,Readmission rate for heart failure patients,14.73,No Different
000177,Readmission rate for COPD patients,15.99,No Different
000177,Readmission rate for heart attack patients,14.46,Worse
000177,Readmission rate for pneumonia patients,12.29,No Different
000178,Readmission rate for stroke patients,13.8,Worse
000178,Readmission rate for heart failure patients,18.45,No Different
000178,Readmission rate for heart attack patients,17.09,No Different
000178,Readmission rate for pneumonia patients,17.06,No Different
000178,Readmission rate for hip/knee replacement patients,15.37,No Different
000178,Readmission rate for COPD patients,15.16,No Different
000179,Readmission rate for hip/knee replacement patients,15.18,No Different
000179,Readmission rate for heart attack patients,15.24,Better
000179,Readmission rate for stroke patients,17.46,Better
000180,Readmission rate for heart attack patients,15.28,No Different
000180,Readmission rate for stroke patients,14.87,Better
000180,Readmission rate for pneumonia patients,17.18,No Different
000180,Readmission rate for hip/knee replacement patients,13.53,No Different
000180,Readmission rate for COPD patients,14.97,Better
000181,Readmission rate for heart attack patients,15.05,Worse
000181,Readmission rate for COPD patients,15.3,No Different
000181,Readmission rate for hip/knee replacement patients,16.8,Better
000181,Readmission rate for stroke patients,14.12,Worse
000182,Readmission rate for stroke patients,13.42,No Different
000182,Readmission rate for COPD patients,16.25,No Different
000182,Readmission rate for pneumonia patients,15.48,Better
000182,Readmission rate for hip/knee replacement patients,12.95,No Different
000183,Readmission rate for COPD patients,17.33,No Different
000183,Readmission rate for heart failure patients,14.45,No Different
000183,Readmission rate for heart attack patients,16.62,No Different
000183,Readmission rate for pneumonia patients,12.22,No Different
000183,Readmission rate for stroke patients,17.71,Better
000183,Readmission rate for hip/knee replacement patients,18.73,No Different
000184,Readmission rate for COPD patients,16.98,Better
000184,Readmission rate for hip/knee replacement patients,16.8,Better
000184,Readmission rate for pneumonia patients,18.36,Better
000185,Readmission rate for heart attack patients,9.92,No Different
000185,Readmission rate for hip/knee replacement patients,8,No Different
000185,Readmission rate for COPD patients,11.32,Better
000185,Readmission rate for pneumonia patients,9.18,Worse
000186,Readmission rate for heart failure patients,15.8,Better
000186,Readmission rate for hip/knee replacement patients,17.84,Worse
000186,Readmission rate for pneumonia patients,15.01,Worse
000186,Readmission rate for COPD patients,14.86,No Different
000186,Readmission rate for heart attack patients,15.24,No Different
000187,Readmission rate for pneumonia patients,19.34,No Different
000187,Readmission rate for heart attack patients,15.15,No Different
000187,Readmission rate for hip/knee replacement patients,14.12,No Different
000187,Readmission rate for heart failure patients,15.65,No Different
000188,Readmission rate for COPD patients,8,No Different
000188,Readmission rate for hip/knee replacement patients,8.92,No Different
000188,Readmission rate for heart failure patients,13.63,No Different
000188,Readmission rate for pneumonia patients,8,No Different
000188,Readmission rate for stroke patients,12.66,Better
000188,Readmission rate for heart attack patients,13.49,No Different
000189,Readmission rate for heart attack patients,12.64,No Different
000189,Readmission rate for heart failure patients,16.06,No Different
000189,Readmission rate for COPD patients,14.35,Worse
000189,Readmission rate for stroke patients,13.31,No Different
000189,Readmission rate for hip/knee replacement patients,15.85,Worse
000190,Readmission rate for hip/knee replacement patients,16.33,No Different
000190,Readmission rate for heart failure patients,16.44,Worse
000190,Readmission rate for stroke patients,15.26,No Different
000190,Readmission rate for heart attack patients,15.65,No Different
000191,Readmission rate for hip/knee replacement patients,12.47,No Different
000191,Readmission rate for heart failure patients,11.37,Better
000191,Readmission rate for heart attack patients,15.7,No Different
000191,Readmission rate for pneumonia patients,12.86,No Different
000192,Readmission rate for heart failure patients,18.44,Better
000192,Readmission rate for pneumonia patients,15.94,No Different
000192,Readmission rate for heart attack patients,17.67,No Different
000192,Readmission rate for COPD patients,16.24,No Different
000193,Readmission rate for stroke patients,16.49,No Different
000193,Readmission rate for pneumonia patients,15.85,No Different
000193,Readmission rate for heart failure patients,13.63,No Different
000193,Readmission rate for hip/knee replacement patients,16.02,Worse
000194,Readmission rate for COPD patients,18.63,No Different
000194,Readmission rate for hip/knee replacement patients,16.38,Better
000194,Readmission rate for pneumonia patients,14.19,No Different
000195,Readmission rate for pneumonia patients,18.95,No Different
000195,Readmission rate for stroke patients,16.63,No Different
000195,Readmission rate for hip/knee replacement patients,17.95,No Different
000195,Readmission rate for heart attack patients,16.86,No Different
000195,Readmission rate for COPD patients,18.01,No Different
000196,Readmission rate for heart failure patients,19.27,No Different
000196,Readmission rate for COPD patients,22.08,Worse
000196,Readmission rate for hip/knee replacement patients,21.49,No Different
000196,Readmission rate for stroke patients,23.47,Better
000196,Readmission rate for pneumonia patients,24.06,Better
000196,Readmission rate for heart attack patients,20.88,No Different
000197,Readmission rate for COPD patients,12.25,No Different
000197,Readmission rate for heart attack patients,8.39,Better
000197,Readmission rate for pneumonia patients,13.13,No Different
000197,Readmission rate for heart failure patients,12.66,No Different
000197,Readmission rate for hip/knee replacement patients,13.04,No Different
000197,Readmission rate for stroke patients,14.94,Better
000198,Readmission rate for COPD patients,14.18,No Different
000198,Readmission rate for heart attack patients,11.14,No Different
000198,Readmission rate for stroke patients,12.67,No Different
000198,Readmission rate for hip/knee replacement patients,12.28,No Different
000199,Readmission rate for stroke patients,23.62,No Different
000199,Readmission rate for heart failure patients,23.41,No Different
000199,Readmission rate for pneumonia patients,22.55,Better
000200,Readmission rate for hip/knee replacement patients,19.18,No Different
000200,Readmission rate for heart failure patients,19.51,No Different
000200,Readmission rate for stroke patients,15.85,No Different
000200,Readmission rate for pneumonia patients,19.45,Better
000201,Readmission rate for heart attack patients,16.2,No Different
000201,Readmission rate for hip/knee replacement patients,15.68,Better
000201,Readmission rate for pneumonia patients,17.22,Better
000202,Readmission rate for pneumonia patients,18.86,No Different
000202,Readmission rate for stroke patients,17.35,No Different
000202,Readmission rate for heart failure patients,16.04,Worse
000203,Readmission rate for heart attack patients,20.39,No Different
000203,Readmission rate for pneumonia patients,22.96,Better
000203,Readmission rate for hip/knee replacement patients,21.1,Better
000203,Readmission rate for COPD patients,19.99,No Different
000203,Readmission rate for stroke patients,19.42,Better
000204,Readmission rate for heart failure patients,15.47,Better
000204,Readmission rate for stroke patients,16.92,No Different
000204,Readmission rate for heart attack patients,14.49,No Different
000204,Readmission rate for pneumonia patients,15.75,No Different
000205,Readmission rate for COPD patients,17.87,Better
000205,Readmission rate for stroke patients,20.21,Better
000205,Readmission rate for pneumonia patients,18.24,No Different
000205,Readmission rate for hip/knee replacement patients,21.69,Better
000205,Readmission rate for heart attack patients,19.67,No Different
000205,Readmission rate for heart failure patients,20.03,No Different
000206,Readmission rate for heart attack patients,17.43,No Different
000206,Readmission rate for hip/knee replacement patients,14.25,No Different
000206,Readmission rate for stroke patients,15.89,No Different
000206,Readmission rate for COPD patients,18.95,No Different
000207,Readmission rate for stroke patients,15.47,No Different
000207,Readmission rate for hip/knee replacement patients,16.46,Better
000207,Readmission rate for COPD patients,15.72,No Different
000207,Readmission rate for heart failure patients,15.51,No Different
000208,Readmission rate for stroke patients,16.17,Better
000208,Readmission rate for heart attack patients,14.9,Worse
000208,Readmission rate for heart failure patients,18.29,No Different
000209,Readmission rate for hip/knee replacement patients,20.89,Better
000209,Readmission rate for COPD patients,17.21,No Different
000209,Readmission rate for heart failure patients,13.7,Better
000209,Readmission rate for stroke patients,21.42,No Different
000209,Readmission rate for heart attack patients,20.22,No Different
000209,Readmission rate for pneumonia patients,20.92,No Different
000210,Readmission rate for heart failure patients,20.27,No Different
000210,Readmission rate for hip/knee replacement patients,15.59,No Different
000210,Readmission rate for heart attack patients,17.81,Better
000210,Readmission rate for COPD patients,17.11,No Different
000210,Readmission rate for stroke patients,19.07,No Different
000211,Readmission rate for hip/knee replacement patients,17.19,Better
000211,Readmission rate for pneumonia patients,14.87,Better
000211,Readmission rate for COPD patients,13.92,No Different
000211,Readmission rate for heart failure patients,15.48,No Different
000211,Readmission rate for heart attack patients,10.97,No Different
000212,Readmission rate for heart failure patients,19.81,Better
000212,Readmission rate for hip/knee replacement patients,21.57,Better
000212,Readmission rate for COPD patients,23.36,Better
000212,Readmission rate for stroke patients,24.28,No Different
000212,Readmission rate for pneumonia patients,22.06,No Different
000212,Readmission rate for heart attack patients,24.16,Better
000213,Readmission rate for heart attack patients,11.31,No Different
000213,Readmission rate for COPD patients,12.03,No Different
000213,Readmission rate for stroke patients,12.7,No Different
000213,Readmission rate for hip/knee replacement patients,10.16,No Different
000213,Readmission rate for heart failure patients,13.17,No Different
000213,Readmission rate for pneumonia patients,11.01,Worse
000214,Readmission rate for COPD patients,12.95,No Different
000214,Readmission rate for heart attack patients,16.59,No Different
000214,Readmission rate for heart failure patients,17.5,Better
000215,Readmission rate for heart attack patients,16.92,No Different
000215,Readmission rate for pneumonia patients,17.85,No Different
000215,Readmission rate for stroke patients,14.82,Better
000215,Readmission rate for hip/knee replacement patients,16.05,Better
000215,Readmission rate for COPD patients,15.6,No Different
000216,Readmission rate for heart attack patients,17.93,Better
000216,Readmission rate for heart failure patients,18.73,No Different
000216,Readmission rate for hip/knee replacement patients,19.69,No Different
000216,Readmission rate for pneumonia patients,16.88,No Different
000216,Readmission rate for COPD patients,15.24,No Different
000216,Readmission rate for stroke patients,16.2,No Different
000217,Readmission rate for heart failure patients,8.62,No Different
000217,Readmission rate for stroke patients,9.45,Better
000217,Readmission rate for hip/knee replacement patients,10.47,Worse
000217,Readmission rate for COPD patients,8.41,No Different
000218,Readmission rate for stroke patients,8.69,No Different
000218,Readmission rate for heart failure patients,12,No Different
000218,Readmission rate for COPD patients,13.47,Worse
000218,Readmission rate for hip/knee replacement patients,12.1,No Different
000218,Readmission rate for heart attack patients,12.81,No Different
000219,Readmission rate for hip/knee replacement patients,15.78,No Different
000219,Readmission rate for heart attack patients,18.46,Better
000219,Readmission rate for stroke patients,17.5,No Different
000219,Readmission rate for heart failure patients,17.48,No Different
000219,Readmission rate for COPD patients,17.08,Better
000219,Readmission rate for pneumonia patients,20.07,No Different
000220,Readmission rate for pneumonia patients,18.25,Worse
000220,Readmission rate for hip/knee replacement patients,18.63,Better
000220,Readmission rate for COPD patients,17.84,Better
000220,Readmission rate for heart failure patients,15.89,No Different
000220,Readmission rate for stroke patients,19.52,No Different
000220,Readmission rate for heart attack patients,17.6,No Different
000221,Readmission rate for stroke patients,16.89,No Different
000221,Readmission rate for pneumonia patients,18.23,Worse
000221,Readmission rate for heart attack patients,15.96,No Different
000221,Readmission rate for COPD patients,17.9,No Different
000221,Readmission rate for hip/knee replacement patients,16.02,Better
000221,Readmission rate for heart failure patients,15.6,No Different
000222,Readmission rate for heart attack patients,14.37,No Different
000222,Readmission rate for heart failure patients,17.67,Worse
000222,Readmission rate for hip/knee replacement patients,14.55,No Different
000223,Readmission rate for COPD patients,17.07,No Different
000223,Readmission rate for stroke patients,17.2,No Different
000223,Readmission rate for heart failure patients,18.34,No Different
000223,Readmission rate for pneumonia patients,16.17,No Different
000223,Readmission rate for heart attack patients,13.58,No Different
000223,Readmission rate for hip/knee replacement patients,20.54,No Different
000224,Readmission rate for stroke patients,16.26,Worse
000224,Readmission rate for heart attack patients,14.33,No Different
000224,Readmission rate for heart failure patients,18.67,Better
000225,Readmission rate for heart attack patients,24.33,Worse
000225,Readmission rate for heart failure patients,18.69,No Different
000225,Readmission rate for hip/knee replacement patients,22.81,No Different
000225,Readmission rate for COPD patients,23.85,No Different
000226,Readmission rate for hip/knee replacement patients,17.6,No Different
000226,Readmission rate for pneumonia patients,15.25,No Different
000226,Readmission rate for stroke patients,13.77,No Different
000226,Readmission rate for heart attack patients,10.7,No Different
000227,Readmission rate for heart failure patients,13.95,No Different
000227,Readmission rate for hip/knee replacement patients,14.46,No Different
000227,Readmission rate for heart attack patients,12.93,Worse
000228,Readmission rate for hip/knee replacement patients,14.39,Better
000228,Readmission rate for stroke patients,19.57,No Different
000228,Readmission rate for heart attack patients,19.38,No Different
000229,Readmission rate for stroke patients,14.93,No Different
000229,Readmission rate for COPD patients,17.2,No Different
000229,Readmission rate for heart attack patients,15.91,No Different
000229,Readmission rate for heart failure patients,13.31,No Different
000229,Readmission rate for pneumonia patients,13.97,No Different
000229,Readmission rate for hip/knee replacement patients,12.39,No Different
000230,Readmission rate for pneumonia patients,17.79,No Different
000230,Readmission rate for stroke patients,10.62,No Different
000230,Readmission rate for hip/knee replacement patients,12.56,No Different
000230,Readmission rate for COPD patients,14.75,Better
000231,Readmission rate for COPD patients,22.28,No Different
000231,Readmission rate for pneumonia patients,19.3,No Different
000231,Readmission rate for heart attack patients,17.22,Better
000232,Readmission rate for heart failure patients,17.28,Better
000232,Readmission rate for heart attack patients,19.49,No Different
000232,Readmission rate for COPD patients,17.1,Better
000232,Readmission rate for stroke patients,20.16,Worse
000233,Readmission rate for pneumonia patients,11.2,Worse
000233,Readmission rate for heart failure patients,14.22,No Different
000233,Readmission rate for stroke patients,13.41,No Different
000233,Readmission rate for hip/knee replacement patients,15.44,No Different
000234,Readmission rate for stroke patients,16.68,No Different
000234,Readmission rate for heart attack patients,20.47,Better
000234,Readmission rate for COPD patients,22.74,Better
000234,Readmission rate for hip/knee replacement patients,21.42,No Different
000234,Readmission rate for pneumonia patients,23.98,Better
000235,Readmission rate for heart failure patients,15.65,No Different
000235,Readmission rate for hip/knee replacement patients,16.07,No Different
000235,Readmission rate for heart attack patients,16.24,Better
000235,Readmission rate for stroke patients,18.28,No Different
000235,Readmission rate for COPD patients,20.04,No Different
000236,Readmission rate for stroke patients,10.55,No Different
000236,Readmission rate for pneumonia patients,11.14,No Different
000236,Readmission rate for heart failure patients,12.92,Worse
000237,Readmission rate for COPD patients,19.43,Worse
000237,Readmission rate for pneumonia patients,21.03,No Different
000237,Readmission rate for hip/knee replacement patients,17.4,Better
000237,Readmission rate for stroke patients,15.2,No Different
000237,Readmission rate for heart failure patients,20.31,Better
000237,Readmission rate for heart attack patients,18.26,No Different
000238,Readmission rate for heart attack patients,20.25,No Different
000238,Readmission rate for COPD patients,21.14,No Different
000238,Readmission rate for heart failure patients,19.75,No Different
000239,Readmission rate for hip/knee replacement patients,23.91,No Different
000239,Readmission rate for COPD patients,19.07,No Different
000239,Readmission rate for pneumonia patients,21.2,No Different
000239,Readmission rate for stroke patients,19.53,No Different
000239,Readmission rate for heart failure patients,21.46,Worse
000239,Readmission rate for heart attack patients,20.21,No Different
000240,Readmission rate for hip/knee replacement patients,13.92,Better
000240,Readmission rate for stroke patients,14.4,No Different
000240,Readmission rate for heart attack patients,18.5,Better
000240,Readmission rate for COPD patients,14.81,Worse
000240,Readmission rate for pneumonia patients,15.31,No Different
000240,Readmission rate for heart failure patients,13.93,No Different
000241,Readmission rate for hip/knee replacement patients,18.37,No Different
000241,Readmission rate for pneumonia patients,18.36,Worse
000241,Readmission rate for heart attack patients,15.82,No Different
000241,Readmission rate for COPD patients,17.78,No Different
000241,Readmission rate for stroke patients,14.98,No Different
000242,Readmission rate for heart attack patients,18.14,No Different
000242,Readmission rate for pneumonia patients,16.03,No Different
000242,Readmission rate for COPD patients,20.56,No Different
000242,Readmission rate for stroke patients,16.27,No Different
000242,Readmission rate for hip/knee replacement patients,13.62,Better
000243,Readmission rate for pneumonia patients,20.63,Better
000243,Readmission rate for heart attack patients,24.68,No Different
000243,Readmission rate for heart failure patients,20.02,No Different
000243,Readmission rate for stroke patients,24.66,No Different
000244,Readmission rate for heart failure patients,21.39,No Different
000244,Readmission rate for heart attack patients,21.82,No Different
000244,Readmission rate for COPD patients,21.97,Worse
000244,Readmission rate for stroke patients,20.54,No Different
000245,Readmission rate for stroke patients,13.9,Worse
000245,Readmission rate for hip/knee replacement patients,20.19,No Different
000245,Readmission rate for pneumonia patients,16.55,Better
000245,Readmission rate for heart attack patients,16.74,No Different
000245,Readmission rate for COPD patients,17.5,Worse
