Facility ID,Measure Name,Score,Compared to National
000095,Catheter-associated urinary tract infections (CAUTI),0.627,No Different
000095,Surgical site infections (SSI) - Abdominal hysterectomy,0.945,No Different
000095,Central line-associated bloodstream infections (CLABSI),0.549,No Different
000096,Surgical site infections (SSI) - Abdominal hysterectomy,1.257,Better
000096,Methicillin-resistant Staphylococcus aureus (MRSA),1.021,No Different
000096,Clostridium difficile (C.diff) infections,0.968,No Different
000096,Surgical site infections (SSI) - Colon surgery,0.904,No Different
000097,Surgical site infections (SSI) - Abdominal hysterectomy,0.699,No Different
000097,Central line-associated bloodstream infections (CLABSI),1.202,No Different
000097,Methicillin-resistant Staphylococcus aureus (MRSA),0.961,No Different
000098,Central line-associated bloodstream infections (CLABSI),1.037,No Different
000098,Methicillin-resistant Staphylococcus aureus (MRSA),1.011,No Different
000098,Surgical site infections (SSI) - Abdominal hysterectomy,0.783,No Different
000098,Clostridium difficile (C.diff) infections,0.967,No Different
000098,Catheter-associated urinary tract infections (CAUTI),1.032,No Different
000099,Methicillin-resistant Staphylococcus aureus (MRSA),1.083,No Different
000099,Surgical site infections (SSI) - Colon surgery,1.089,Better
000099,Surgical site infections (SSI) - Abdominal hysterectomy,0.446,No Different
000100,Catheter-associated urinary tract infections (CAUTI),1.037,No Different
000100,Surgical site infections (SSI) - Colon surgery,0.874,No Different
000100,Central line-associated bloodstream infections (CLABSI),1.357,No Different
000100,Surgical site infections (SSI) - Abdominal hysterectomy,1.096,No Different
000100,Methicillin-resistant Staphylococcus aureus (MRSA),0.866,Better
000101,Surgical site infections (SSI) - Colon surgery,1.078,No Different
000101,Methicillin-resistant Staphylococcus aureus (MRSA),0.938,No Different
000101,Clostridium difficile (C.diff) infections,0.776,No Different
000101,Central line-associated bloodstream infections (CLABSI),0.879,No Different
000101,Surgical site infections (SSI) - Abdominal hysterectomy,0.997,No Different
000102,Surgical site infections (SSI) - Colon surgery,0.598,Better
000102,Surgical site infections (SSI) - Abdominal hysterectomy,1.233,No Different
000102,Central line-associated bloodstream infections (CLABSI),0.769,Worse
000102,Methicillin-resistant Staphylococcus aureus (MRSA),0.403,No Different
000102,Clostridium difficile (C.diff) infections,0.95,No Different
000103,Catheter-associated urinary tract infections (CAUTI),0.959,No Different
000103,Surgical site infections (SSI) - Abdominal hysterectomy,1.117,No Different
000103,Surgical site infections (SSI) - Colon surgery,0.913,Better
000103,Central line-associated bloodstream infections (CLABSI),1.344,No Different
000103,Methicillin-resistant Staphylococcus aureus (MRSA),1.137,No Different
000103,Clostridium difficile (C.diff) infections,1.356,Better
000104,Surgical site infections (SSI) - Colon surgery,1.042,Worse
000104,Central line-associated bloodstream infections (CLABSI),0.765,No Different
000104,Clostridium difficile (C.diff) infections,1.022,Better
000104,Surgical site infections (SSI) - Abdominal hysterectomy,0.652,Better
000104,Catheter-associated urinary tract infections (CAUTI),0.891,No Different
000104,Methicillin-resistant Staphylococcus aureus (MRSA),1.012,Better
000105,Catheter-associated urinary tract infections (CAUTI),1.282,No Different
000105,Methicillin-resistant Staphylococcus aureus (MRSA),0.902,No Different
000105,Surgical site infections (SSI) - Colon surgery,1.17,No Different
000106,Central line-associated bloodstream infections (CLABSI),1.744,No Different
000106,Surgical site infections (SSI) - Abdominal hysterectomy,1.489,No Different
000106,Surgical site infections (SSI) - Colon surgery,1.408,No Different
000106,Catheter-associated urinary tract infections (CAUTI),1.41,No Different
000106,Methicillin-resistant Staphylococcus aureus (MRSA),1.371,No Different
000106,Clostridium difficile (C.diff) infections,1.518,No Different
000107,Surgical site infections (SSI) - Colon surgery,0.54,No Different
000107,Surgical site infections (SSI) - Abdominal hysterectomy,0.399,Worse
000107,Clostridium difficile (C.diff) infections,0.203,Worse
000107,Methicillin-resistant Staphylococcus aureus (MRSA),0.347,Worse
000108,Methicillin-resistant Staphylococcus aureus (MRSA),0.658,No Different
000108,Catheter-associated urinary tract infections (CAUTI),0.341,No Different
000108,Surgical site infections (SSI) - Abdominal hysterectomy,0.725,No Different
000108,Surgical site infections (SSI) - Colon surgery,0.652,No Different
000109,Clostridium difficile (C.diff) infections,0.751,Worse
000109,Surgical site infections (SSI) - Colon surgery,0.168,No Different
000109,Methicillin-resistant Staphylococcus aureus (MRSA),0.478,No Different
000109,Central line-associated bloodstream infections (CLABSI),0.553,No Different
000110,Surgical site infections (SSI) - Abdominal hysterectomy,1.466,No Different
000110,Methicillin-resistant Staphylococcus aureus (MRSA),1.149,No Different
000110,Central line-associated bloodstream infections (CLABSI),0.961,No Different
000111,Central line-associated bloodstream infections (CLABSI),1.348,No Different
000111,Surgical site infections (SSI) - Abdominal hysterectomy,1.264,No Different
000111,Surgical site infections (SSI) - Colon surgery,1.25,Better
000111,Clostridium difficile (C.diff) infections,1.184,No Different
000111,Catheter-associated urinary tract infections (CAUTI),1.181,No Different
000111,Methicillin-resistant Staphylococcus aureus (MRSA),1.355,No Different
000112,Clostridium difficile (C.diff) infections,0.303,No Different
000112,Methicillin-resistant Staphylococcus aureus (MRSA),0.647,No Different
000112,Central line-associated bloodstream infections (CLABSI),0.615,Better
000112,Catheter-associated urinary tract infections (CAUTI),0.583,No Different
000113,Surgical site infections (SSI) - Colon surgery,0.519,No Different
000113,Catheter-associated urinary tract infections (CAUTI),0.96,No Different
000113,Methicillin-resistant Staphylococcus aureus (MRSA),0.621,No Different
000114,Methicillin-resistant Staphylococcus aureus (MRSA),1.045,Worse
000114,Surgical site infections (SSI) - Colon surgery,0.652,No Different
000114,Catheter-associated urinary tract infections (CAUTI),0.441,Better
000114,Clostridium difficile (C.diff) infections,0.753,No Different
000114,Surgical site infections (SSI) - Abdominal hysterectomy,0.507,No Different
000114,Central line-associated bloodstream infections (CLABSI),0.707,No Different
000115,Central line-associated bloodstream infections (CLABSI),0.999,Better
000115,Surgical site infections (SSI) - Abdominal hysterectomy,1.152,No Different
000115,Catheter-associated urinary tract infections (CAUTI),1.247,No Different
000115,Methicillin-resistant Staphylococcus aureus (MRSA),1.37,No Different
000116,Catheter-associated urinary tract infections (CAUTI),1.701,No Different
000116,Central line-associated bloodstream infections (CLABSI),1.667,No Different
000116,Surgical site infections (SSI) - Colon surgery,1.762,Worse
000117,Surgical site infections (SSI) - Abdominal hysterectomy,1.438,No Different
000117,Surgical site infections (SSI) - Colon surgery,1.727,No Different
000117,Central line-associated bloodstream infections (CLABSI),1.212,No Different
000117,Catheter-associated urinary tract infections (CAUTI),0.913,No Different
000117,Methicillin-resistant Staphylococcus aureus (MRSA),1.272,No Different
000118,Clostridium difficile (C.diff) infections,1.056,No Different
000118,Central line-associated bloodstream infections (CLABSI),1.28,No Different
000118,Methicillin-resistant Staphylococcus aureus (MRSA),1.004,Worse
000118,Catheter-associated urinary tract infections (CAUTI),1.061,Worse
000118,Surgical site infections (SSI) - Colon surgery,1.042,No Different
000118,Surgical site infections (SSI) - Abdominal hysterectomy,0.796,No Different
000119,Clostridium difficile (C.diff) infections,0.743,No Different
000119,Catheter-associated urinary tract infections (CAUTI),1.31,No Different
000119,Methicillin-resistant Staphylococcus aureus (MRSA),0.482,No Different
000119,Central line-associated bloodstream infections (CLABSI),0.796,No Different
000119,Surgical site infections (SSI) - Colon surgery,0.827,No Different
000120,Methicillin-resistant Staphylococcus aureus (MRSA),1.023,No Different
000120,Clostridium difficile (C.diff) infections,1.106,No Different
000120,Surgical site infections (SSI) - Colon surgery,1.114,Better
000120,Surgical site infections (SSI) - Abdominal hysterectomy,1.035,Better
000121,Methicillin-resistant Staphylococcus aureus (MRSA),1.891,Better
000121,Surgical site infections (SSI) - Abdominal hysterectomy,1.295,No Different
000121,Central line-associated bloodstream infections (CLABSI),1.456,No Different
000121,Clostridium difficile (C.diff) infections,1.727,Better
000122,Methicillin-resistant Staphylococcus aureus (MRSA),1.523,Worse
000122,Central line-associated bloodstream infections (CLABSI),1.159,Better
000122,Surgical site infections (SSI) - Colon surgery,1.261,No Different
000122,Clostridium difficile (C.diff) infections,1.492,No Different
000122,Catheter-associated urinary tract infections (CAUTI),1.344,Better
000122,Surgical site infections (SSI) - Abdominal hysterectomy,1.478,Worse
000123,Clostridium difficile (C.diff) infections,1.254,No Different
000123,Central line-associated bloodstream infections (CLABSI),1.061,No Different
000123,Surgical site infections (SSI) - Colon surgery,1.177,No Different
000123,Catheter-associated urinary tract infections (CAUTI),1.4,No Different
000123,Methicillin-resistant Staphylococcus aureus (MRSA),1.429,Worse
000124,Surgical site infections (SSI) - Abdominal hysterectomy,1.315,Better
000124,Central line-associated bloodstream infections (CLABSI),1.43,No Different
000124,Methicillin-resistant Staphylococcus aureus (MRSA),1.406,No Different
000125,Clostridium difficile (C.diff) infections,0.747,Worse
000125,Catheter-associated urinary tract infections (CAUTI),0.528,No Different
000125,Central line-associated bloodstream infections (CLABSI),0.487,No Different
000126,Surgical site infections (SSI) - Abdominal hysterectomy,0.751,No Different
000126,Central line-associated bloodstream infections (CLABSI),0.823,No Different
000126,Catheter-associated urinary tract infections (CAUTI),1.344,No Different
000126,Clostridium difficile (C.diff) infections,1.023,No Different
000126,Surgical site infections (SSI) - Colon surgery,1.133,Better
000127,Central line-associated bloodstream infections (CLABSI),0.925,Better
000127,Surgical site infections (SSI) - Colon surgery,0.516,No Different
000127,Clostridium difficile (C.diff) infections,0.945,Worse
000127,Methicillin-resistant Staphylococcus aureus (MRSA),0.695,Better
000128,Clostridium difficile (C.diff) infections,0.812,No Different
000128,Surgical site infections (SSI) - Colon surgery,0.607,Better
000128,Central line-associated bloodstream infections (CLABSI),0.244,No Different
000128,Methicillin-resistant Staphylococcus aureus (MRSA),0.385,No Different
000129,Surgical site infections (SSI) - Abdominal hysterectomy,0.608,No Different
000129,Catheter-associated urinary tract infections (CAUTI),1.116,No Different
000129,Methicillin-resistant Staphylococcus aureus (MRSA),1.005,No Different
000129,Clostridium difficile (C.diff) infections,1.174,Better
000130,Methicillin-resistant Staphylococcus aureus (MRSA),1.726,No Different
000130,Central line-associated bloodstream infections (CLABSI),1.303,No Different
000130,Surgical site infections (SSI) - Colon surgery,1.295,No Different
000131,Surgical site infections (SSI) - Abdominal hysterectomy,1.21,Better
000131,Clostridium difficile (C.diff) infections,1.086,Better
000131,Surgical site infections (SSI) - Colon surgery,0.836,Better
000131,Methicillin-resistant Staphylococcus aureus (MRSA),1.151,No Different
000131,Catheter-associated urinary tract infections (CAUTI),1.248,No Different
000132,Catheter-associated urinary tract infections (CAUTI),0.879,No Different
000132,Methicillin-resistant Staphylococcus aureus (MRSA),1.101,Worse
000132,Clostridium difficile (C.diff) infections,1.365,No Different
000132,Surgical site infections (SSI) - Colon surgery,0.662,No Different
000132,Surgical site infections (SSI) - Abdominal hysterectomy,1.057,No Different
000132,Central line-associated bloodstream infections (CLABSI),0.66,No Different
000133,Catheter-associated urinary tract infections (CAUTI),0.829,Better
000133,Clostridium difficile (C.diff) infections,0.618,Worse
000133,Methicillin-resistant Staphylococcus aureus (MRSA),1.118,No Different
000133,Surgical site infections (SSI) - Abdominal hysterectomy,1.181,Better
000133,Central line-associated bloodstream infections (CLABSI),0.764,No Different
000134,Surgical site infections (SSI) - Abdominal hysterectomy,1.485,No Different
000134,Methicillin-resistant Staphylococcus aureus (MRSA),0.821,Worse
000134,Clostridium difficile (C.diff) infections,1.341,Better
000134,Central line-associated bloodstream infections (CLABSI),1.408,No Different
000134,Catheter-associated urinary tract infections (CAUTI),1.236,Better
000134,Surgical site infections (SSI) - Colon surgery,1.253,Better
000135,Surgical site infections (SSI) - Abdominal hysterectomy,0.876,No Different
000135,Clostridium difficile (C.diff) infections,1.125,No Different
000135,Surgical site infections (SSI) - Colon surgery,0.627,No Different
000135,Central line-associated bloodstream infections (CLABSI),0.84,Better
000135,Methicillin-resistant Staphylococcus aureus (MRSA),0.698,No Different
000135,Catheter-associated urinary tract infections (CAUTI),0.915,No Different
000136,Catheter-associated urinary tract infections (CAUTI),0.971,No Different
000136,Central line-associated bloodstream infections (CLABSI),0.787,No Different
000136,Surgical site infections (SSI) - Colon surgery,0.946,No Different
000136,Surgical site infections (SSI) - Abdominal hysterectomy,0.847,No Different
000136,Clostridium difficile (C.diff) infections,1.114,No Different
000137,Methicillin-resistant Staphylococcus aureus (MRSA),0.962,No Different
000137,Surgical site infections (SSI) - Colon surgery,0.923,No Different
000137,Central line-associated bloodstream infections (CLABSI),1.317,No Different
000138,Central line-associated bloodstream infections (CLABSI),0.755,Better
000138,Catheter-associated urinary tract infections (CAUTI),0.387,Better
000138,Clostridium difficile (C.diff) infections,0.591,No Different
000138,Surgical site infections (SSI) - Colon surgery,0.654,No Different
000139,Clostridium difficile (C.diff) infections,0.821,Better
000139,Surgical site infections (SSI) - Colon surgery,0.499,No Different
000139,Catheter-associated urinary tract infections (CAUTI),0.764,No Different
000139,Methicillin-resistant Staphylococcus aureus (MRSA),0.424,No Different
000139,Central line-associated bloodstream infections (CLABSI),0.638,No Different
000139,Surgical site infections (SSI) - Abdominal hysterectomy,0.59,No Different
000140,Surgical site infections (SSI) - Abdominal hysterectomy,0.801,No Different
000140,Catheter-associated urinary tract infections (CAUTI),0.994,No Different
000140,Central line-associated bloodstream infections (CLABSI),0.319,No Different
000141,Catheter-associated urinary tract infections (CAUTI),0.804,No Different
000141,Clostridium difficile (C.diff) infections,0.856,Worse
000141,Surgical site infections (SSI) - Abdominal hysterectomy,0.926,Better
000141,Central line-associated bloodstream infections (CLABSI),1.115,No Different
000141,Methicillin-resistant Staphylococcus aureus (MRSA),1.085,Better
000141,Surgical site infections (SSI) - Colon surgery,1.145,Better
000142,Catheter-associated urinary tract infections (CAUTI),0.934,No Different
000142,Methicillin-resistant Staphylococcus aureus (MRSA),0.473,No Different
000142,Surgical site infections (SSI) - Abdominal hysterectomy,0.628,Worse
000142,Central line-associated bloodstream infections (CLABSI),0.987,No Different
000142,Clostridium difficile (C.diff) infections,0.735,Worse
000142,Surgical site infections (SSI) - Colon surgery,1.121,No Different
000143,Central line-associated bloodstream infections (CLABSI),1.633,Better
000143,Catheter-associated urinary tract infections (CAUTI),1.054,No Different
000143,Surgical site infections (SSI) - Colon surgery,0.912,No Different
000144,Clostridium difficile (C.diff) infections,0.639,No Different
000144,Central line-associated bloodstream infections (CLABSI),0.653,No Different
000144,Surgical site infections (SSI) - Abdominal hysterectomy,1.328,No Different
000144,Methicillin-resistant Staphylococcus aureus (MRSA),1.051,No Different
000144,Surgical site infections (SSI) - Colon surgery,0.408,Worse
000145,Methicillin-resistant Staphylococcus aureus (MRSA),1.194,No Different
000145,Surgical site infections (SSI) - Colon surgery,0.868,No Different
000145,Catheter-associated urinary tract infections (CAUTI),0.99,No Different
000146,Clostridium difficile (C.diff) infections,0.229,No Different
000146,Methicillin-resistant Staphylococcus aureus (MRSA),0.181,No Different
000146,Central line-associated bloodstream infections (CLABSI),0.272,No Different
000146,Surgical site infections (SSI) - Colon surgery,0.218,Better
000146,Surgical site infections (SSI) - Abdominal hysterectomy,0.451,Better
000146,Catheter-associated urinary tract infections (CAUTI),0.437,No Different
000147,Surgical site infections (SSI) - Abdominal hysterectomy,0.284,No Different
000147,Catheter-associated urinary tract infections (CAUTI),0.143,No Different
000147,Surgical site infections (SSI) - Colon surgery,0.547,No Different
000148,Methicillin-resistant Staphylococcus aureus (MRSA),1.024,Better
000148,Surgical site infections (SSI) - Abdominal hysterectomy,1.173,No Different
000148,Catheter-associated urinary tract infections (CAUTI),1.319,Better
000148,Clostridium difficile (C.diff) infections,0.964,No Different
000149,Surgical site infections (SSI) - Colon surgery,0.992,No Different
000149,Central line-associated bloodstream infections (CLABSI),0.51,Better
000149,Catheter-associated urinary tract infections (CAUTI),0.97,No Different
000150,Methicillin-resistant Staphylococcus aureus (MRSA),0.796,No Different
000150,Central line-associated bloodstream infections (CLABSI),0.59,No Different
000150,Clostridium difficile (C.diff) infections,0.848,No Different
000150,Catheter-associated urinary tract infections (CAUTI),0.724,No Different
000150,Surgical site infections (SSI) - Colon surgery,0.902,No Different
000150,Surgical site infections (SSI) - Abdominal hysterectomy,0.794,No Different
000151,Catheter-associated urinary tract infections (CAUTI),0.509,Better
000151,Methicillin-resistant Staphylococcus aureus (MRSA),0.316,No Different
000151,Central line-associated bloodstream infections (CLABSI),0.582,Better
000151,Surgical site infections (SSI) - Abdominal hysterectomy,0.658,No Different
000151,Clostridium difficile (C.diff) infections,0.559,No Different
000152,Surgical site infections (SSI) - Abdominal hysterectomy,0.236,Better
000152,Clostridium difficile (C.diff) infections,0.367,Better
000152,Central line-associated bloodstream infections (CLABSI),0.346,No Different
000152,Methicillin-resistant Staphylococcus aureus (MRSA),0.924,No Different
000152,Catheter-associated urinary tract infections (CAUTI),0.308,Better
000152,Surgical site infections (SSI) - Colon surgery,0.1,No Different
000153,Catheter-associated urinary tract infections (CAUTI),0.948,Better
000153,Surgical site infections (SSI) - Colon surgery,1.353,No Different
000153,Methicillin-resistant Staphylococcus aureus (MRSA),1.272,No Different
000153,Central line-associated bloodstream infections (CLABSI),0.982,Better
000154,Clostridium difficile (C.diff) infections,0.585,Better
000154,Surgical site infections (SSI) - Colon surgery,0.681,No Different
000154,Catheter-associated urinary tract infections (CAUTI),0.775,Worse
000155,Clostridium difficile (C.diff) infections,0.966,Better
000155,Surgical site infections (SSI) - Colon surgery,0.796,No Different
000155,Methicillin-resistant Staphylococcus aureus (MRSA),1.174,No Different
000156,Methicillin-resistant Staphylococcus aureus (MRSA),1.765,No Different
000156,Clostridium difficile (C.diff) infections,1.37,No Different
000156,Catheter-associated urinary tract infections (CAUTI),0.927,No Different
000157,Surgical site infections (SSI) - Colon surgery,1.539,No Different
000157,Surgical site infections (SSI) - Abdominal hysterectomy,1.394,No Different
000157,Catheter-associated urinary tract infections (CAUTI),1.604,Worse
000157,Central line-associated bloodstream infections (CLABSI),1.502,No Different
000157,Methicillin-resistant Staphylococcus aureus (MRSA),1.213,No Different
000158,Catheter-associated urinary tract infections (CAUTI),0.923,Better
000158,Methicillin-resistant Staphylococcus aureus (MRSA),1.109,No Different
000158,Clostridium difficile (C.diff) infections,0.955,No Different
000158,Central line-associated bloodstream infections (CLABSI),0.757,No Different
000159,Methicillin-resistant Staphylococcus aureus (MRSA),0.989,No Different
000159,Clostridium difficile (C.diff) infections,1.488,Better
000159,Surgical site infections (SSI) - Abdominal hysterectomy,1.192,No Different
000160,Central line-associated bloodstream infections (CLABSI),0.886,No Different
000160,Catheter-associated urinary tract infections (CAUTI),1.606,No Different
000160,Surgical site infections (SSI) - Colon surgery,1.197,Better
000160,Clostridium difficile (C.diff) infections,1.24,No Different
000160,Methicillin-resistant Staphylococcus aureus (MRSA),1.038,No Different
000161,Central line-associated bloodstream infections (CLABSI),0.91,No Different
000161,Catheter-associated urinary tract infections (CAUTI),0.76,No Different
000161,Clostridium difficile (C.diff) infections,0.956,Worse
000161,Surgical site infections (SSI) - Abdominal hysterectomy,0.657,Worse
000161,Surgical site infections (SSI) - Colon surgery,0.6,No Different
000162,Clostridium difficile (C.diff) infections,1.272,No Different
000162,Catheter-associated urinary tract infections (CAUTI),1.493,No Different
000162,Central line-associated bloodstream infections (CLABSI),1.599,Better
000162,Surgical site infections (SSI) - Colon surgery,0.982,No Different
000162,Methicillin-resistant Staphylococcus aureus (MRSA),1.103,No Different
000163,Surgical site infections (SSI) - Colon surgery,1.251,Better
000163,Clostridium difficile (C.diff) infections,0.951,No Different
000163,Methicillin-resistant Staphylococcus aureus (MRSA),1.136,Worse
000163,Surgical site infections (SSI) - Abdominal hysterectomy,1.357,No Different
000164,Surgical site infections (SSI) - Abdominal hysterectomy,1.675,No Different
000164,Clostridium difficile (C.diff) infections,0.953,No Different
000164,Catheter-associated urinary tract infections (CAUTI),1.637,No Different
000164,Central line-associated bloodstream infections (CLABSI),1.237,Worse
000165,Surgical site infections (SSI) - Colon surgery,1.201,No Different
000165,Clostridium difficile (C.diff) infections,1.226,No Different
000165,Catheter-associated urinary tract infections (CAUTI),1.048,No Different
000165,Surgical site infections (SSI) - Abdominal hysterectomy,1.312,No Different
000166,Methicillin-resistant Staphylococcus aureus (MRSA),0.595,No Different
000166,Clostridium difficile (C.diff) infections,1.108,No Different
000166,Surgical site infections (SSI) - Abdominal hysterectomy,0.686,No Different
000167,Catheter-associated urinary tract infections (CAUTI),0.731,No Different
000167,Methicillin-resistant Staphylococcus aureus (MRSA),0.794,Better
000167,Surgical site infections (SSI) - Abdominal hysterectomy,0.906,No Different
000167,Clostridium difficile (C.diff) infections,0.925,No Different
000168,Methicillin-resistant Staphylococcus aureus (MRSA),0.922,No Different
000168,Surgical site infections (SSI) - Colon surgery,1.041,No Different
000168,Surgical site infections (SSI) - Abdominal hysterectomy,0.919,No Different
000168,Clostridium difficile (C.diff) infections,0.942,No Different
000169,Central line-associated bloodstream infections (CLABSI),0.697,No Different
000169,Surgical site infections (SSI) - Colon surgery,1.138,Better
000169,Surgical site infections (SSI) - Abdominal hysterectomy,0.564,Better
000170,Catheter-associated urinary tract infections (CAUTI),0.75,No Different
000170,Surgical site infections (SSI) - Colon surgery,0.909,Worse
000170,Surgical site infections (SSI) - Abdominal hysterectomy,0.997,Better
000170,Central line-associated bloodstream infections (CLABSI),0.979,No Different
000170,Methicillin-resistant Staphylococcus aureus (MRSA),0.702,Better
000170,Clostridium difficile (C.diff) infections,0.557,Worse
000171,Clostridium difficile (C.diff) infections,1.004,No Different
000171,Central line-associated bloodstream infections (CLABSI),1.382,Worse
000171,Catheter-associated urinary tract infections (CAUTI),1.371,Better
000172,Clostridium difficile (C.diff) infections,1.661,No Different
000172,Central line-associated bloodstream infections (CLABSI),1.794,No Different
000172,Surgical site infections (SSI) - Colon surgery,1.116,No Different
000173,Clostridium difficile (C.diff) infections,1.339,No Different
000173,Surgical site infections (SSI) - Abdominal hysterectomy,1.163,Worse
000173,Catheter-associated urinary tract infections (CAUTI),1.086,Worse
000173,Central line-associated bloodstream infections (CLABSI),1.132,No Different
000173,Methicillin-resistant Staphylococcus aureus (MRSA),1.03,No Different
000174,Surgical site infections (SSI) - Abdominal hysterectomy,0.687,No Different
000174,Clostridium difficile (C.diff) infections,0.93,Better
000174,Catheter-associated urinary tract infections (CAUTI),0.882,No Different
000174,Central line-associated bloodstream infections (CLABSI),0.911,Worse
000174,Methicillin-resistant Staphylococcus aureus (MRSA),0.584,Better
000175,Surgical site infections (SSI) - Abdominal hysterectomy,1.297,No Different
000175,Clostridium difficile (C.diff) infections,1.158,No Different
000175,Methicillin-resistant Staphylococcus aureus (MRSA),1.17,Better
000176,Surgical site infections (SSI) - Colon surgery,0.866,No Different
000176,Central line-associated bloodstream infections (CLABSI),0.801,No Different
000176,Surgical site infections (SSI) - Abdominal hysterectomy,0.416,No Different
000176,Catheter-associated urinary tract infections (CAUTI),0.909,No Different
000176,Methicillin-resistant Staphylococcus aureus (MRSA),1.008,Worse
000176,Clostridium difficile (C.diff) infections,0.712,Worse
000177,Catheter-associated urinary tract infections (CAUTI),1.03,Better
000177,Surgical site infections (SSI) - Abdominal hysterectomy,0.669,Better
000177,Surgical site infections (SSI) - Colon surgery,0.96,No Different
000177,Methicillin-resistant Staphylococcus aureus (MRSA),0.709,No Different
000177,Clostridium difficile (C.diff) infections,0.976,No Different
000178,Surgical site infections (SSI) - Abdominal hysterectomy,1.106,No Different
000178,Methicillin-resistant Staphylococcus aureus (MRSA),1.177,No Different
000178,Surgical site infections (SSI) - Colon surgery,0.997,No Different
000179,Surgical site infections (SSI) - Abdominal hysterectomy,0.794,No Different
000179,Surgical site infections (SSI) - Colon surgery,1.313,No Different
000179,Clostridium difficile (C.diff) infections,0.993,No Different
000179,Central line-associated bloodstream infections (CLABSI),0.892,Better
000179,Methicillin-resistant Staphylococcus aureus (MRSA),1.017,No Different
000180,Methicillin-resistant Staphylococcus aureus (MRSA),1.363,Worse
000180,Surgical site infections (SSI) - Colon surgery,1.578,No Different
000180,Central line-associated bloodstream infections (CLABSI),1.514,Better
000181,Clostridium difficile (C.diff) infections,1.835,No Different
000181,Methicillin-resistant Staphylococcus aureus (MRSA),1.75,Better
000181,Central line-associated bloodstream infections (CLABSI),1.674,Better
000181,Catheter-associated urinary tract infections (CAUTI),1.536,No Different
000181,Surgical site infections (SSI) - Abdominal hysterectomy,1.771,Worse
000181,Surgical site infections (SSI) - Colon surgery,1.803,No Different
000182,Central line-associated bloodstream infections (CLABSI),0.932,No Different
000182,Clostridium difficile (C.diff) infections,0.93,No Different
000182,Catheter-associated urinary tract infections (CAUTI),1.02,No Different
000182,Surgical site infections (SSI) - Colon surgery,0.884,No Different
000182,Methicillin-resistant Staphylococcus aureus (MRSA),1.261,No Different
000183,Catheter-associated urinary tract infections (CAUTI),1.388,No Different
000183,Surgical site infections (SSI) - Abdominal hysterectomy,1.03,No Different
000183,Clostridium difficile (C.diff) infections,1.539,No Different
000184,Clostridium difficile (C.diff) infections,0.969,Better
000184,Surgical site infections (SSI) - Abdominal hysterectomy,1.09,No Different
000184,Catheter-associated urinary tract infections (CAUTI),1.075,No Different
000184,Surgical site infections (SSI) - Colon surgery,0.863,No Different
000184,Central line-associated bloodstream infections (CLABSI),1.14,No Different
000185,Clostridium difficile (C.diff) infections,0.891,No Different
000185,Central line-associated bloodstream infections (CLABSI),1.258,Worse
000185,Catheter-associated urinary tract infections (CAUTI),0.801,No Different
000185,Methicillin-resistant Staphylococcus aureus (MRSA),1.017,No Different
000185,Surgical site infections (SSI) - Abdominal hysterectomy,0.908,Better
000186,Surgical site infections (SSI) - Abdominal hysterectomy,1.084,No Different
000186,Methicillin-resistant Staphylococcus aureus (MRSA),1.288,Better
000186,Surgical site infections (SSI) - Colon surgery,1.143,No Different
000187,Methicillin-resistant Staphylococcus aureus (MRSA),0.397,No Different
000187,Central line-associated bloodstream infections (CLABSI),0.737,No Different
000187,Catheter-associated urinary tract infections (CAUTI),0.484,No Different
000187,Clostridium difficile (C.diff) infections,0.919,No Different
000187,Surgical site infections (SSI) - Colon surgery,0.743,Better
000187,Surgical site infections (SSI) - Abdominal hysterectomy,0.879,No Different
000188,Surgical site infections (SSI) - Colon surgery,0.477,No Different
000188,Central line-associated bloodstream infections (CLABSI),0.894,Better
000188,Methicillin-resistant Staphylococcus aureus (MRSA),0.974,No Different
000189,Surgical site infections (SSI) - Colon surgery,1.565,No Different
000189,Methicillin-resistant Staphylococcus aureus (MRSA),1.626,No Different
000189,Catheter-associated urinary tract infections (CAUTI),1.617,Better
000189,Clostridium difficile (C.diff) infections,2.015,Worse
000190,Central line-associated bloodstream infections (CLABSI),1.377,Better
000190,Surgical site infections (SSI) - Abdominal hysterectomy,0.63,No Different
000190,Methicillin-resistant Staphylococcus aureus (MRSA),0.943,No Different
000190,Clostridium difficile (C.diff) infections,0.98,No Different
000191,Surgical site infections (SSI) - Colon surgery,1.099,No Different
000191,Central line-associated bloodstream infections (CLABSI),0.855,Better
000191,Methicillin-resistant Staphylococcus aureus (MRSA),1.047,No Different
000192,Clostridium difficile (C.diff) infections,1.241,No Different
000192,Central line-associated bloodstream infections (CLABSI),0.76,No Different
000192,Surgical site infections (SSI) - Colon surgery,1.218,No Different
000193,Surgical site infections (SSI) - Colon surgery,1.122,No Different
000193,Clostridium difficile (C.diff) infections,0.701,No Different
000193,Methicillin-resistant Staphylococcus aureus (MRSA),0.931,No Different
000193,Central line-associated bloodstream infections (CLABSI),0.968,No Different
000194,Clostridium difficile (C.diff) infections,1.055,No Different
000194,Catheter-associated urinary tract infections (CAUTI),0.893,Better
000194,Surgical site infections (SSI) - Abdominal hysterectomy,1.22,No Different
000194,Surgical site infections (SSI) - Colon surgery,1.288,Better
000194,Methicillin-resistant Staphylococcus aureus (MRSA),1.438,No Different
000195,Methicillin-resistant Staphylococcus aureus (MRSA),1.06,No Different
